"Type Etablissement","AA","AB","AC","AD","AE","AF","AG","AH","AI","AJ","AK","AL","AM","AN","AO","AP","AQ","AR","AS","AU","AV","AX","AZ"
"pr",2,8,4,3,6,1,11,0,0,0,0,0,1,0,7,0,0,0,0,0,0,40,1
"pr",2133,739,5,87,459,2119,54,145,203,46,0,0,13,0,23,879,0,3,0,0,0,157,2223
"pr",1857,4114,680,16,90,15,224,3444,4451,120,1,0,37,0,32,1068,0,5,0,0,6,242,0
"pr",5252,3174,2419,173,852,1959,173,1035,491,156,0,0,128,670,62,498,0,17,0,1,0,518,2740
"pr",5627,4554,5172,128,777,673,772,684,1213,382,1,0,249,6077,312,805,1,95,1,0,23,2092,76
"pr",424,737,401,3,2,45,2,537,586,2651,6603,3160,16,0,80,419,0,5,0,0,0,51,0
"pr",2252,1884,80,22,15,127,19,359,575,372,134,0,70,580,33,99,0,9,0,0,3,111,0
"pr",1699,1016,426,3,4,166,1,241,331,329,9,0,28,0,1,241,0,4,0,0,0,71,0
"pr",3290,3514,2352,30,48,225,496,2400,1491,822,1089,792,77,1,57,1163,0,11,0,0,1,252,0
"pr",2685,1218,695,6,64,179,94,825,1821,340,45,0,64,765,6,531,13,8,0,0,3,381,0
"pr",6844,3341,3086,154,954,1330,906,2992,3897,896,2249,1269,326,6314,309,2399,2,39,1,0,17,1730,147
"pr",0,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",3121,1408,149,1,19,19,0,638,725,271,1493,978,18,0,0,122,0,5,0,0,0,154,0
"pr",2356,986,1851,40,82,383,24,1201,1023,462,40,0,43,2,50,354,0,22,0,0,1,542,0
"pr",1819,2192,1071,228,1,397,0,86,1526,548,414,0,9,0,5,537,0,0,0,0,1,202,0
"pr",6168,3967,1093,198,952,1034,895,1129,2941,1341,2709,2141,268,8958,251,804,2,73,0,0,16,1008,2107
"pr",4570,2334,2169,23,12,278,5,607,1,519,1,0,68,8471,154,335,0,6,0,0,1,328,0
"pr",0,5,0,0,3,0,0,978,2119,0,0,0,5,0,33,21,0,0,0,0,0,0,0
"pr",1681,973,712,19,20,216,22,820,212,331,796,471,33,0,11,401,0,11,0,1,3,275,9
"pr",4922,609,1953,41,718,1233,322,2863,839,478,2210,1286,130,1891,52,480,0,14,0,0,5,1007,23
"pr",1748,1104,138,21,66,890,2,368,1494,187,0,0,26,0,1,1053,0,20,0,0,0,283,86
"pr",6810,811,3911,160,2129,850,689,2286,504,735,4,0,127,2,317,886,0,82,0,0,31,1034,1789
"pr",0,1,0,9,1,0,0,26,7887,0,0,0,0,0,0,3,0,0,0,0,0,104,0
"pr",30,17,1,0,51,1,0,1,0,0,0,0,41,6380,4,0,0,1,0,0,0,486,0
"pr",47,1120,13,47,58,253,0,1620,6874,52,0,0,7,0,0,302,0,1,0,0,0,151,0
"pr",447,10767,203,270,22,290,1,1788,45,343,1146,874,27,0,3,3984,4,40,0,0,0,573,1
"pr",3716,2963,6089,156,1909,728,609,1847,14,1630,0,0,216,7116,216,606,0,44,0,0,5,933,1793
"pr",7260,160,8,5,33,355,40,914,2782,13,0,0,60,337,23,95,0,5,0,0,2,226,0
"pr",6427,1975,4451,92,836,1041,810,4407,3453,1079,6,0,190,967,538,924,0,30,0,0,11,1829,1997
"pr",499,2408,53,7,4,16,0,178,207,177,1,0,3,0,3,535,0,3,0,0,0,87,0
"pr",1738,1889,888,11,23,336,91,752,1153,667,2,0,223,0,54,499,0,10,0,0,0,257,0
"pr",3,46,0,32,0,0,1,0,0,0,0,0,51,5020,0,0,0,0,0,0,0,362,0
"pr",752,655,180,2,0,17,1,1326,1,116,1,0,10,0,9,225,0,0,0,0,0,20,0
"pr",2434,5638,1391,50,31,221,15,3312,17,959,1424,919,122,0,57,876,3,14,0,0,1,632,13
"pr",2081,629,789,48,11,193,16,1093,230,398,783,608,29,0,45,404,0,7,0,0,24,234,8
"pr",1651,30,6,36,195,9,28,1,0,1,0,0,8,0,111,11,0,1,0,0,5,184,0
"pr",4458,438,565,124,1415,494,391,1256,861,622,1784,1048,75,3229,265,362,0,11,0,1,1,340,839
"pr",0,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",3291,71,90,49,452,226,207,504,1114,370,1,0,260,4564,118,115,1,17,0,0,17,1613,11
"pr",941,640,100,5,15,423,163,1247,16,112,1,0,13,200,26,428,0,2,0,0,1,109,18
"pr",49,2,111,0,0,0,0,0,0,183,2533,1337,0,0,0,7,0,0,0,0,0,44,0
"pr",11,1,149,1,5,1,0,0,0,843,3060,2256,9,0,0,14,0,6,0,0,0,75,0
"pr",2378,1080,100,28,9,21,33,239,14,98,10,0,16,0,10,676,5,0,0,0,3,67,0
"pr",1448,1737,789,55,87,618,244,2026,631,397,2364,1595,40,1,2,560,0,5,0,0,0,758,47
"pr",1631,2204,1257,52,371,160,932,802,398,502,1391,954,67,0,23,412,0,27,0,0,2,527,42
"pr",4197,1191,144,2,10,351,136,860,197,358,1,0,42,2614,178,194,0,0,0,0,0,154,0
"pr",5714,1615,1407,4,63,262,159,1929,455,1159,3095,1661,80,0,23,583,0,10,0,0,0,164,0
"pr",3318,2687,495,33,9,191,8,1243,883,475,1,0,164,865,132,550,0,23,0,0,1,190,0
"pr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,1,0
"pr",295,147,579,0,0,14,0,411,0,533,2915,1355,11,0,1,109,1,6,0,0,0,121,0
"pr",2817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"pr",1161,683,179,1,12,172,102,906,435,288,9,0,11,0,10,374,0,1,0,0,0,38,0
"pr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0
"pr",6040,5712,4840,169,278,735,296,1895,1216,1185,1212,952,258,4710,45,2383,47,64,0,0,13,4090,114
"pr",4422,1456,2361,6,26,376,0,1299,630,186,0,0,88,1,106,644,0,3,0,0,0,408,0
"pr",1549,1481,1291,6,15,82,3,180,703,57,0,0,17,0,8,266,0,4,1,0,0,98,0
"pr",2412,516,59,4,122,308,41,2260,679,144,3,0,31,309,38,645,0,12,0,0,1,59,14
"pr",3629,2493,712,25,742,106,4,975,977,321,1,0,29,0,25,986,7,0,0,0,0,111,0
"pr",2591,1353,897,14,81,221,314,1361,499,481,3,0,96,5172,295,395,0,27,0,0,0,414,6
"pr",2384,1911,998,5,33,338,4,278,312,561,1583,957,46,0,2,713,0,6,0,0,0,90,0
"pr",1677,730,209,16,19,130,33,620,757,240,5,0,41,0,62,322,1,16,0,0,2,197,0
"pr",4273,1752,1676,43,145,162,16,855,666,929,2098,1000,70,1501,220,488,0,13,0,0,15,465,0
"pr",3124,413,240,29,396,663,438,1214,486,36,1,0,61,2078,177,353,1,5,0,0,4,815,155
"pr",284,471,792,3,350,150,48,272,776,139,5,0,10,407,21,248,1,5,0,0,1,163,21
"pr",3419,1148,711,7,394,369,460,1381,515,191,0,0,44,126,50,332,0,10,0,0,6,200,10
"pr",3665,3939,4129,160,2264,818,232,2217,788,290,1,0,80,0,61,438,0,24,0,1,5,600,3545
"pr",886,1844,312,119,255,44,156,729,625,93,1,0,37,286,28,471,1,26,0,0,76,463,0
"pr",1783,1534,655,64,159,219,77,616,445,224,6,0,63,1053,64,245,9,16,0,0,19,423,15
"pr",793,771,330,6,12,25,1,756,149,114,0,0,20,0,0,208,0,0,0,0,0,54,0
"pr",0,0,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",3540,2441,1235,123,1009,743,818,2383,1507,1291,2251,1427,112,4854,100,920,10,50,0,1,5,2503,1441
"pr",0,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",5939,3965,755,82,2777,1260,483,2738,1807,884,1,0,353,9905,210,769,0,48,0,1,7,530,1916
"pr",1918,772,285,3,49,113,100,463,259,47,0,0,36,0,9,391,2,5,0,0,0,203,1
"pr",6990,4,22,1,29,42,3,0,0,38,0,0,28,0,148,159,0,0,1,0,1,91,0
"pr",4435,7789,2571,107,341,513,230,847,339,1892,6023,3320,110,612,70,1976,44,14,0,0,3,855,97
"pr",1180,837,2732,2,4,237,10,1360,6003,61,0,0,13,1,4,530,0,3,0,0,0,567,0
"pr",614,1444,1,11,96,358,33,1667,41,10,0,0,14,0,13,1221,9,9,0,2,0,45,5
"pr",33,70,193,18,47,159,20,1233,3095,3,0,0,23,0,52,280,0,29,0,0,7,172,5
"pr",9,20,7,161,110,10,79,5,0,1,0,0,2,0,42,2,0,1,0,0,9,87,0
"pr",682,493,243,210,418,119,189,234,335,179,411,310,65,455,62,230,2,37,0,0,19,263,7
"pr",2885,1610,773,119,207,394,192,1206,366,118,0,0,102,870,89,740,1,32,0,3,43,275,69
"pr",43,1732,447,33,17,63,92,759,19,1179,836,462,34,0,31,823,1,19,0,0,2,199,0
"pr",3034,1124,925,55,656,205,487,1934,413,520,1356,1055,120,1396,180,408,0,14,1,0,6,404,1174
"pr",2845,1946,1290,226,1159,407,644,300,2184,300,5,0,100,866,131,1073,2,20,0,0,34,853,575
"pr",2716,1599,1039,116,588,166,469,541,1908,255,21,0,99,1154,99,996,1,34,0,0,82,1288,21
"pr",2701,24,19,6,23,545,41,4,0,91,0,0,23,2272,150,34,0,1,0,0,0,120,50
"pr",3592,2637,2859,72,173,905,364,1784,921,296,2,0,399,6385,201,1128,1,22,0,0,6,978,45
"pr",3477,3241,2144,574,11,157,6,1939,1272,2086,3139,1833,60,0,86,800,1,11,0,1,2,624,1
"pr",1473,1304,126,65,96,327,19,174,237,94,2,0,14,168,5,367,0,7,0,1,1,128,70
"pr",89,64,123,443,1607,74,417,26,9,13,1,0,74,2,169,33,0,38,0,0,17,538,827
"pr",5,4,6,9,187,478,3,1,21,2,61,0,0,0,826,73,0,3,0,0,139,20,1
"pr",0,0,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",621,993,148,25,292,99,70,54,156,215,584,378,27,233,24,305,1,10,0,0,3,175,17
"pr",18,8,9,43,1312,73,119,6,0,4,0,0,16,0,3,5,0,6,0,0,3,109,750
"pr",268,60,38,97,65,7,69,57,209,2,0,0,19,0,24,32,0,5,0,0,19,67,0
"pr",0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,0,0,2,0,0,0,0,1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",3419,2304,1773,15,42,19,13,739,931,155,0,0,45,0,65,363,0,14,0,1,0,147,0
"pr",1768,252,137,145,992,658,872,1518,2551,992,1373,874,296,5326,198,569,0,28,0,0,14,1518,1273
"pr",0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",3698,2714,374,30,8,42,17,292,0,146,1,0,70,1,6,155,0,12,0,0,3,201,0
"pr",4,13,1,1,6,1,103,1,0,0,0,0,0,0,2,0,0,0,0,0,0,36,0
"pr",990,590,88,87,92,41,157,106,686,18,2,0,78,0,66,366,3,21,0,0,44,271,0
"pr",936,851,35,13,6,3,0,386,4,352,3138,2046,9,0,2,490,0,7,1,0,1,250,0
"pr",2002,36,19,8,6,88,100,627,3013,177,1,0,59,1,6,673,0,2,0,0,1,82,0
"pr",2066,1261,155,125,635,74,171,85,217,122,33,0,97,0,50,611,4,7,0,0,64,575,0
"pr",7660,1928,272,26,1141,1531,216,622,13,1137,2155,1340,290,7259,353,1056,10,23,0,1,5,1186,2844
"pr",37,39,35,72,51,16,78,3,1,0,0,0,2,11,49,11,0,3,0,0,68,185,0
"pr",0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",4228,3105,4522,150,563,167,1905,1115,2378,603,49,0,262,0,844,1590,1,99,1,1,23,1897,12
"pr",3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",3529,6896,883,244,72,114,61,122,1569,96,5,0,139,0,60,2737,31,40,0,0,103,569,0
"pr",4949,2566,198,134,693,1528,138,14,1456,794,14,0,68,12046,67,410,0,11,0,0,2,499,2763
"pr",4766,1981,1029,62,125,1394,479,472,2750,143,0,0,82,0,71,384,0,21,0,0,278,536,180
"pr",4548,4556,986,85,19,92,53,750,44,103,1,0,49,0,29,2215,2,20,0,0,1,340,2
"pr",1310,1568,1772,192,200,582,255,1913,1187,53,0,0,69,37,105,426,0,21,3,0,133,483,145
"pr",2231,1098,1266,167,400,216,314,658,220,587,642,454,90,1610,197,106,2,61,0,0,59,472,250
"pr",3770,1827,1383,35,967,644,364,1658,1697,826,1509,1117,74,0,134,707,1,27,0,0,10,310,1169
"pr",0,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",6098,4786,1756,106,928,903,563,762,842,1047,1365,1002,52,2,195,972,3,27,0,0,10,785,845
"pr",6929,3007,612,128,12,27,272,1677,721,405,2,0,13,0,11,126,0,9,0,0,0,149,0
"pr",3278,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,1,0
"pr",1,1891,0,5,0,0,0,237,2,136,0,0,2,0,31,324,0,4,0,0,1,58,0
"pr",3720,1040,2928,31,122,1554,18,1128,10,1179,28,0,40,0,218,843,0,13,0,0,0,476,124
"pr",1,1,0,0,0,0,0,62,1833,32,0,0,0,0,0,150,0,0,0,0,0,1,0
"pr",9,5418,1,54,2,6,1,50,5110,14,0,0,9,0,0,160,0,9,0,0,4,96,0
"pr",0,2702,0,127,3,103,0,229,937,4,0,0,0,0,0,120,0,10,0,0,0,56,0
"pr",1945,47,1554,5,28,288,159,982,1585,386,8,0,41,0,30,533,0,3,0,0,1,198,41
"pr",4066,3128,1620,144,29,215,118,1677,520,2204,3345,2756,59,0,73,1221,0,16,1,0,25,361,23
"pr",2570,2795,674,64,100,641,59,786,419,591,1,0,91,1494,72,575,0,11,0,0,1,222,0
"pr",2771,1127,788,112,175,899,109,1133,566,105,3,0,47,16,8,466,1,4,0,1,7,253,211
"pr",2788,1577,1299,142,648,619,607,1451,231,609,1227,625,79,1466,119,829,0,15,0,0,63,1135,585
"pr",3311,1217,730,18,696,645,84,1152,894,617,130,0,48,735,784,384,0,2,1,0,3,146,131
"pr",184,54,8,36,0,1,71,4,0,69,0,0,75,8393,0,0,0,4,0,0,1,377,0
"pr",23,27,1174,13,50,81,29,4,2,0,0,0,34,1,18,6,0,43,0,0,1,106,2
"pr",1,0,96,0,0,0,0,0,0,365,1993,1323,0,0,0,12,0,0,0,0,0,14,0
"pr",2755,1791,822,131,1279,573,230,1717,7,333,8,0,263,7011,152,1142,1,38,0,1,15,723,2044
"pr",2709,459,515,7,18,40,15,937,12,352,1403,1036,74,985,164,309,1,3,1,0,6,744,0
"pr",3172,1690,2881,22,47,273,214,1658,364,604,28,0,114,835,53,511,2,11,0,0,1,410,13
"pr",1083,1274,0,15,2,131,0,1028,203,85,0,0,11,0,11,325,0,2,0,0,0,39,0
"pr",5335,3770,4761,505,1733,1234,373,653,273,1586,1790,1469,145,2136,136,564,0,64,1,2,23,1330,2899
"pr",255,4,538,1,1,28,1,460,0,1926,2895,2296,8,0,14,215,0,12,0,0,0,1375,0
"pr",4867,590,1385,92,1347,1107,486,1216,122,388,5,0,278,3061,174,241,0,30,1,0,18,706,3318
"pr",4273,2001,2713,14,32,510,130,2238,1033,670,1478,1225,49,782,18,429,0,14,0,0,2,162,57
"pr",4037,2354,19,24,26,111,3,698,354,100,0,0,71,0,43,780,0,4,0,0,2,55,0
"pr",1365,1293,381,9,103,34,113,238,614,117,0,0,25,842,24,104,0,11,0,0,5,154,2
"pr",4254,17,1909,2,54,165,165,11,1305,948,10,0,47,2032,18,213,0,8,0,0,2,316,0
"pr",9,1515,1,16,23,116,12,1394,34,152,20,0,20,0,6,677,2,3,0,0,0,82,2
"pr",6071,1929,4863,259,981,755,867,1961,2245,935,14,0,259,10407,66,1646,3,63,0,0,6,1292,92
"pr",1537,972,131,3,17,97,42,175,269,22,0,0,23,0,8,99,0,3,1,0,0,91,0
"pr",0,5345,2,51,9,6,2,1,311,0,0,0,0,0,0,99,0,2,0,0,0,100,1
"pr",7837,102,91,315,1373,763,991,24,18,217,0,0,163,2,112,350,0,23,0,0,16,615,1393
"pr",4395,8820,1381,278,204,1386,237,1667,1509,448,0,0,111,0,140,874,12,48,0,0,2,484,226
"pr",50,3187,925,117,142,23,29,5446,2487,128,0,0,72,0,90,1396,1,6,0,0,3,638,1
"pr",89,1,1375,27,47,56,0,0,0,1773,3783,2595,10,0,1,37,0,9,0,0,0,171,0
"pr",257,59,21,51,17,7,73,16,0,16,0,0,388,10911,7,10,0,54,1,0,1,471,0
"pr",0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",371,1111,577,10,10,163,29,1530,1267,43,0,0,12,0,5,222,0,1,0,0,4,170,3
"pr",2180,1818,659,42,63,891,14,1184,106,947,1,0,21,1261,58,246,0,14,0,0,0,230,70
"pr",1476,3009,816,28,17,217,35,825,2234,379,5,0,31,549,11,545,1,6,0,0,0,311,0
"pr",2517,1990,934,190,70,257,32,449,719,244,3,0,23,0,12,520,0,7,0,0,0,101,5
"pr",2176,3138,50,131,291,302,42,584,809,69,0,0,68,37,60,411,7,7,0,0,9,251,43
"pr",4300,2463,2043,245,341,676,237,2011,1095,271,0,0,106,2,278,786,6,30,0,0,0,703,450
"pr",3323,4073,948,41,202,344,266,567,897,787,1629,1388,131,4950,52,965,0,41,0,0,0,1413,29
"pr",2460,1674,564,30,26,268,90,1008,526,238,567,444,30,0,14,347,1,10,0,0,2,629,37
"pr",3233,992,1011,64,1247,557,261,1718,2082,979,1736,1115,74,1560,251,630,1,9,0,0,5,453,578
"pr",5,1,162,0,0,0,0,0,0,477,2544,1946,0,0,0,11,0,0,0,0,0,14,0
"pr",0,0,3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",11783,33,1,0,1,20,40,510,1067,110,1,0,21,0,9,828,0,0,0,0,0,40,0
"pr",5876,484,341,21,20,17,79,1043,341,307,24,0,112,0,61,541,1,16,0,0,0,445,0
"pr",3477,2511,792,28,243,888,236,1940,4918,873,2,0,38,0,363,918,1,20,1,2,2,275,43
"pr",4,4234,0,15,17,344,0,0,336,0,0,0,1,0,0,16,1,4,0,0,0,61,0
"pr",2,98,2,7,0,37,1,696,1299,3,0,0,29,0,34,454,0,0,0,0,0,30,0
"pr",2511,944,1327,8,9,359,1,260,1102,2056,2,0,49,0,46,203,0,2,0,0,0,132,0
"pr",5923,498,2375,90,62,765,15,245,60,677,26,0,62,1,50,574,0,16,1,0,1,345,129
"pr",5236,1848,724,62,695,806,158,2075,54,467,20,0,71,2,174,1803,3,11,0,0,1,271,850
"pr",3027,625,352,3,1,50,0,874,2310,459,231,0,7,0,5,353,0,0,0,0,0,205,0
"pr",4859,1558,448,10,160,19,0,202,867,336,1124,790,7,0,0,130,0,5,0,0,0,106,74
"pr",4590,3553,705,29,810,840,50,453,595,217,1,0,136,4122,55,1937,0,5,0,0,1,242,120
"pr",2,0,67,0,1,11,0,6,2,49,161,74,1,0,0,25,0,0,0,0,0,37,0
"pr",1720,621,449,7,18,161,0,215,0,469,1442,962,5,0,5,576,0,3,0,1,0,412,0
"pr",1,2242,1,7,0,0,0,0,0,0,0,0,2,0,0,9,0,1,0,0,0,48,0
"pr",1104,26,22,0,0,0,1,629,543,288,0,0,6,0,12,5396,2,9,0,0,1,22,0
"pr",3310,1231,521,21,20,147,0,656,15,332,28,0,25,0,21,573,0,12,0,0,1,148,0
"pr",0,1,2,0,0,0,0,0,2,0,3364,3148,0,0,0,0,0,0,0,0,0,11,0
"pr",1042,3120,3,73,4,14,0,95,1591,48,0,0,7,0,4,877,0,2,0,0,0,46,0
"pr",2737,763,728,295,1056,547,429,592,315,751,11,0,48,636,44,797,0,11,0,0,4,179,1307
"pr",0,6614,81,101,13,284,0,0,3769,0,0,15,0,0,0,145,1,0,0,0,0,138,0
"pr",203,131,833,2,1,55,0,65,2473,6098,2522,1134,14,0,15,1333,0,3,0,0,0,90,0
"pr",25,795,17,7,1,322,0,175,22,162,22,0,2,0,7,766,1,7,0,0,1,35,0
"pr",8583,1615,354,40,0,311,24,533,51,1603,126,0,38,2,38,1750,0,2,0,0,0,370,0
"pr",3456,36,84,3,2,50,137,1151,1731,31,0,0,6,0,6,100,0,0,0,0,0,14,0
"pr",2008,908,2237,78,144,787,47,429,318,628,10,0,37,0,28,1047,0,14,0,0,16,172,217
"pr",293,0,250,0,1,48,0,0,0,733,2694,2039,0,0,0,50,0,0,0,0,0,19,0
"pr",2424,1992,635,68,1624,1185,371,305,31,504,1,0,157,5810,51,442,0,21,2,0,3,735,2695
"pr",5921,3021,665,21,174,736,57,899,839,351,951,0,67,677,38,914,1,13,0,0,1,249,54
"pr",2692,1119,518,11,129,398,3,590,307,170,8,0,36,0,3,260,0,0,0,0,1,64,0
"pr",569,6617,114,6,3,12,3,0,0,8,0,0,3,0,1,47,0,8,0,0,0,117,0
"pr",0,0,0,0,0,0,0,19,397,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"pr",7896,1422,2158,13,50,984,457,3008,4399,1106,3792,3015,133,980,111,702,0,19,0,0,4,743,0
"pr",1871,639,741,7,37,258,398,936,9,30,0,0,66,2,20,226,0,9,0,0,1,235,41
"pr",756,992,13,7,32,16,4,235,969,58,0,0,22,791,1,262,1,3,0,0,0,81,0
"pr",10,0,534,0,0,33,0,0,0,860,1505,884,4,113,0,65,0,2,0,0,0,82,0
"pr",34,632,541,6,73,98,1,540,295,2761,43,0,34,0,18,554,0,1,0,0,0,87,0
"pr",5562,3642,1642,17,62,273,1083,360,16,172,0,0,139,1419,150,361,0,12,0,0,1,443,0
"pr",5125,1747,867,89,1911,517,298,2428,1494,412,1,0,120,4716,113,1018,0,20,0,0,5,752,3131
"pr",651,431,412,3,16,70,1,295,513,71,1,0,6,0,29,283,0,7,0,0,3,89,0
"pr",2042,922,188,128,28,51,46,515,262,48,4,0,48,0,225,579,4,7,0,1,6,148,0
"pr",4080,2550,1581,183,117,232,230,887,1038,891,383,0,173,7074,70,802,2,47,0,1,18,883,0
"pr",2625,2019,610,7,13,354,125,1048,974,84,1,0,26,0,10,532,0,11,0,0,2,204,0
"pr",1832,1470,123,17,6,126,61,537,415,132,2,0,29,209,22,586,6,16,0,0,0,180,0
"pr",4154,1634,2052,362,1119,814,814,665,970,806,2108,1183,145,3741,85,734,0,61,1,0,11,1259,923
"pr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,1,0
"pr",4575,4779,2084,59,264,988,127,4536,1039,1619,11,0,95,675,106,744,1,30,0,0,1,560,140
"pr",0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",2482,1084,1105,22,67,118,130,821,226,569,1943,1041,37,757,7,476,0,17,0,0,13,324,0
"pr",1479,759,2916,7,46,147,45,1278,240,77,26,0,16,2,7,675,0,8,0,0,1,123,42
"pr",1347,2050,23,35,740,597,194,802,1,28,0,0,15,0,7,270,0,7,0,0,0,154,1480
"pr",2801,1170,2933,32,36,263,115,1012,334,858,1463,930,61,1275,68,939,1,27,0,0,8,874,0
"pr",2649,6387,527,139,736,176,233,620,19,120,91,0,63,0,125,1142,3,49,1,0,12,520,6
"pr",2794,698,538,12,4,243,125,800,994,268,49,0,41,0,108,518,0,13,0,0,2,145,0
"pr",3381,830,1240,29,121,329,98,1010,1035,626,987,688,19,1872,7,724,0,17,0,0,0,252,15
"pr",4729,578,1104,32,1,59,125,1656,1332,518,16,0,55,0,36,377,0,4,0,0,3,288,0
"pr",1608,1279,1017,112,226,330,444,645,1076,310,1446,1113,88,0,61,378,2,26,1,0,13,389,52
"pr",3251,846,1697,5,59,189,59,1129,930,611,13,0,32,2758,36,1351,0,2,0,0,3,220,1
"pr",0,0,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",960,245,16,1,3,28,1,904,276,138,0,0,7,0,10,441,0,1,0,0,0,33,0
"pr",24,9,7,112,1860,123,300,2,4,0,0,0,7,0,17,17,1,20,0,0,3,474,1238
"pr",3591,1303,1245,7,22,500,4,268,209,398,20,0,24,0,41,762,0,1,0,0,0,231,3
"pr",3290,1327,745,5,32,315,134,956,663,132,0,0,28,1370,23,748,1,1,0,0,0,204,0
"pr",1471,642,263,29,5,25,0,789,145,594,951,824,10,0,3,548,0,5,0,0,0,125,0
"pr",39,60,939,80,17,7,43,10,0,2,0,0,48,8,27,12,0,4,0,0,15,83,0
"pr",3618,1495,1505,72,164,187,83,1290,240,495,1807,1513,65,1,75,2212,0,31,0,0,4,249,2
"pr",14,15,152,4,1,207,83,1369,765,526,1966,1693,8,0,12,294,0,1,0,0,0,27,0
"pr",8015,548,611,10,35,251,32,696,5,136,3,0,16,0,12,241,1,3,0,0,0,47,0
"pr",3547,1035,1235,47,1945,564,285,635,691,1154,1952,1586,39,0,79,456,1,33,0,0,2,983,2016
"pr",8662,1604,2364,126,773,1011,574,1027,586,336,10,0,152,3874,134,1116,0,38,0,0,11,694,562
"pr",3148,3806,1548,335,555,616,489,2061,988,754,1905,1443,147,1613,67,1555,2,74,3,1,20,1445,340
"pr",1640,597,817,5,39,54,54,462,345,251,209,0,16,0,13,610,0,4,0,0,0,200,24
"pr",1815,2744,233,120,162,192,349,700,641,60,0,0,42,509,25,1198,5,25,0,0,3,454,8
"pr",4526,3202,1261,79,843,1131,214,1316,1892,875,1272,956,100,0,91,1564,0,21,0,2,7,385,304
"pr",3039,5,1,2,2,0,3,0,0,8,0,0,180,3715,2,4,0,1,0,0,0,355,0
"pr",2477,3,3,4,4,0,292,0,0,0,0,0,124,3293,4,10,0,3,0,0,0,304,0
"pr",7,1,80,0,7,8,0,3,4,651,2865,1585,2,0,1,59,0,0,0,0,0,259,0
"pr",3344,1511,2503,17,188,651,20,766,544,390,36,0,48,0,12,732,1,3,0,0,0,273,44
"pr",892,14,79,2,96,106,0,48,13,3164,2699,1170,26,0,2,893,0,6,0,0,1,117,0
"pr",5338,3434,2365,18,101,1008,16,874,1614,161,1,0,63,0,176,894,0,50,0,0,2,565,129
"pr",23,1,13,34,552,67,105,11,1,2,0,0,18,0,22,3,0,8,0,0,3,174,561
"pr",2147,3752,1353,210,961,868,747,1686,284,81,1,0,98,30,183,408,3,11,0,0,3,762,1603
"pr",1831,30,95,2,0,2,2,744,1323,27,0,0,18,0,61,484,0,0,0,0,0,26,0
"pr",4294,868,2229,795,1275,654,983,1032,494,593,1270,804,270,3741,1329,655,0,85,1,2,38,1303,944
"pr",3019,3756,3733,138,453,247,405,703,1684,76,2,0,353,1,66,690,8,25,0,3,20,487,49
"pr",2340,2048,2035,194,753,446,491,190,18,486,3,0,123,1022,86,441,2,22,0,0,14,571,39
"pr",1914,742,1496,81,170,148,301,1729,353,258,1200,636,135,5,91,764,0,30,0,0,15,419,1
"pr",5539,3126,2829,888,1087,795,807,353,538,809,1368,868,159,3988,224,549,5,80,0,5,46,1281,1114
